job	seqlen	epochs	lrate	dropout	times	f_in	f_out	embsize	n_heads	n_enc	n_dec	network	batchsize	complete	distinct
6075	7	20	0.00027	0.14	"(""09:44:22"", ""11:36:45"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7380388841927303	[0.9526204564666103, 0.9540997464074387, 0.9536770921386306, 0.9533812341504649, 0.9526627218934911, 0.9532967032967034, 0.9501267962806424]
6076	7	20	0.00027	0.16	"(""09:44:23"", ""11:35:35"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7342772612003381	[0.9513524936601859, 0.9531699070160609, 0.9520710059171598, 0.9513102282333051, 0.9518174133558749, 0.9519442096365174, 0.9500422654268809]
6077	7	20	0.00028	0.14	"(""09:44:24"", ""11:37:33"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7430262045646661	[0.9532121724429417, 0.9567624683009298, 0.9545646661031276, 0.9535502958579881, 0.9543533389687235, 0.955367709213863, 0.95156382079459]
6182	7	20	0.00028	0.14	"(""10:08:55"", ""12:02:06"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7430262045646661	[0.9532121724429417, 0.9567624683009298, 0.9545646661031276, 0.9535502958579881, 0.9543533389687235, 0.955367709213863, 0.95156382079459]
6078	7	20	0.00028	0.16	"(""09:44:26"", ""11:35:43"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7381656804733728	[0.9520710059171598, 0.9537616229923922, 0.9530853761622993, 0.952240067624683, 0.9528317836010144, 0.9527472527472527, 0.9502535925612848]
6079	7	20	0.00029	0.14	"(""11:34:25"", ""13:24:45"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7413778529163144	[0.9517751479289941, 0.9537616229923922, 0.9533389687235841, 0.9546914623837701, 0.954945054945055, 0.9546491969568892, 0.9510143702451395]
6080	7	20	0.00029	0.16	"(""11:34:55"", ""13:25:29"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7358410819949281	[0.9517751479289941, 0.9539306846999155, 0.9516483516483516, 0.9520710059171598, 0.952240067624683, 0.9530431107354185, 0.9501267962806424]
6094	7	20	0.00032	0.0	"(""17:34:05"", ""19:24:46"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6626796280642434	[0.939010989010989, 0.9379966187658495, 0.9360524091293322, 0.9338968723584108, 0.9324598478444632, 0.9336432797971259, 0.931149619611158]
6095	7	20	0.00032	0.1	"(""17:34:06"", ""19:24:42"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7356297548605241	[0.9524091293322062, 0.9532967032967034, 0.95156382079459, 0.9514370245139476, 0.952451394759087, 0.9517751479289941, 0.9515215553677092]
6096	7	20	0.00032	0.15	"(""17:34:08"", ""19:26:08"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7353338968723584	[0.9500845308537617, 0.9514792899408284, 0.9525781910397295, 0.953592561284869, 0.9539306846999155, 0.9523245984784446, 0.9505071851225697]
6097	7	20	0.00032	0.2	"(""17:34:09"", ""19:24:47"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7273879966187659	[0.9487743026204565, 0.9521555367709214, 0.9518596787827557, 0.951098901098901, 0.9503381234150465, 0.9507185122569738, 0.9487320371935757]
6098	7	20	0.00032	0.3	"(""17:34:11"", ""19:26:45"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6900676246830093	[0.9409974640743871, 0.9437869822485208, 0.9420540997464074, 0.9418850380388842, 0.9424344885883348, 0.9424767540152156, 0.9409551986475063]
6099	7	20	0.00032	0.4	"(""17:34:12"", ""19:25:31"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.5908706677937448	[0.9202028740490279, 0.9207100591715977, 0.9187235841081995, 0.918174133558749, 0.9191039729501268, 0.9208791208791208, 0.9157227387996619]
6100	7	20	0.00032	0.5	"(""17:34:11"", ""19:26:51"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.4621301775147929	[0.8835587489433643, 0.8838546069315301, 0.8812764158918005, 0.8817413355874895, 0.8825021132713441, 0.8830092983939137, 0.8754015215553677]
6101	7	20	0.00033999999999999997	0.0	"(""17:34:14"", ""19:23:29"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6454775993237531	[0.9391377852916315, 0.9395181741335588, 0.9355874894336432, 0.9344885883347421, 0.9324175824175824, 0.9287404902789518, 0.9119188503803889]
6102	7	20	0.00033999999999999997	0.1	"(""17:34:15"", ""19:27:03"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7382079459002536	[0.9516906170752325, 0.9548605240912933, 0.9524091293322062, 0.9519864750633982, 0.952916314454776, 0.9535502958579881, 0.9506339814032122]
6103	7	20	0.00033999999999999997	0.15	"(""17:34:14"", ""19:25:13"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7376162299239223	[0.9523668639053254, 0.9528740490278952, 0.952240067624683, 0.952451394759087, 0.9534234995773457, 0.9533389687235841, 0.9509298393913779]
6104	7	20	0.00033999999999999997	0.2	"(""17:34:16"", ""19:27:07"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7295857988165679	[0.9491124260355029, 0.9519019442096365, 0.950211327134404, 0.9517328825021133, 0.9510143702451395, 0.9516060862214708, 0.9501690617075232]
6105	7	20	0.00033999999999999997	0.3	"(""17:34:17"", ""19:25:32"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6931530008453085	[0.941251056635672, 0.9437447168216399, 0.9432375316990702, 0.9414201183431953, 0.9427303465765005, 0.9449281487743026, 0.9414623837700761]
6106	7	20	0.00033999999999999997	0.4	"(""19:23:32"", ""21:15:07"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.603381234150465	[0.921978021978022, 0.9213863060016906, 0.9215553677092139, 0.9206255283178361, 0.9220625528317836, 0.9213863060016906, 0.9163989856297549]
6107	7	20	0.00033999999999999997	0.5	"(""19:24:45"", ""21:14:33"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.4442941673710905	[0.8740067624683009, 0.8803465765004227, 0.8780642434488588, 0.8776415891800508, 0.8804311073541843, 0.8786559594251901, 0.8743026204564666]
6108	7	20	0.00036	0.0	"(""19:24:49"", ""21:14:20"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6649619611158073	[0.9377430262045646, 0.9400676246830093, 0.9378698224852071, 0.937658495350803, 0.9356720202874049, 0.9349957734573119, 0.9304733727810651]
6109	7	20	0.00036	0.1	"(""19:24:50"", ""21:15:30"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7341081994928149	[0.9516906170752325, 0.9535080304311073, 0.95156382079459, 0.9518596787827557, 0.9521132713440406, 0.9521978021978021, 0.9485207100591716]
6110	7	20	0.00036	0.15	"(""19:25:16"", ""21:16:10"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7366018596787828	[0.9510566356720203, 0.9526627218934911, 0.9513524936601859, 0.9517328825021133, 0.9523668639053254, 0.9525359256128487, 0.9512256973795435]
6111	7	20	0.00036	0.2	"(""19:25:34"", ""21:16:38"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7278951817413356	[0.9482248520710059, 0.9514370245139476, 0.9512256973795435, 0.9500845308537617, 0.9514370245139476, 0.952028740490279, 0.9483093829247675]
6112	7	20	0.00036	0.3	"(""19:25:35"", ""21:16:29"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6967455621301775	[0.9435756551141167, 0.9461961115807269, 0.9442096365173288, 0.9427303465765005, 0.9438715131022823, 0.9418850380388842, 0.9401944209636517]
6113	7	20	0.00036	0.4	"(""19:26:11"", ""21:17:43"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6031276415891801	[0.9210904480135249, 0.9232459847844463, 0.9214708368554523, 0.9213863060016906, 0.9232882502113271, 0.9220202874049028, 0.9183431952662722]
6114	7	20	0.00036	0.5	"(""19:26:54"", ""21:19:07"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.4464497041420119	[0.8755283178360102, 0.8815722738799662, 0.8790786136939983, 0.8795012679628065, 0.8792054099746407, 0.8796703296703297, 0.8731191885038039]
6126	7	20	0.00037999999999999997	0.0	"(""22:42:44"", ""00:33:07"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6581149619611159	[0.9412933220625528, 0.9398140321217244, 0.9357565511411665, 0.9327134404057481, 0.9337700760777684, 0.9350380388841927, 0.9290363482671175]
6127	7	20	0.00037999999999999997	0.1	"(""22:42:47"", ""00:33:11"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7346999154691463	[0.9508453085376163, 0.9545646661031276, 0.9511834319526628, 0.9523668639053254, 0.9517328825021133, 0.951141166525782, 0.9492392223161454]
6128	7	20	0.00037999999999999997	0.15	"(""22:42:47"", ""00:35:01"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7306846999154691	[0.9504226542688081, 0.9540997464074387, 0.9518174133558749, 0.9512256973795435, 0.952240067624683, 0.9516060862214708, 0.9488588334742181]
6129	7	20	0.00037999999999999997	0.2	"(""22:42:48"", ""00:33:49"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7298393913778529	[0.9488588334742181, 0.9526627218934911, 0.9508030431107354, 0.9508030431107354, 0.9517751479289941, 0.9507607776838546, 0.9478867286559595]
6130	7	20	0.00037999999999999997	0.3	"(""22:42:51"", ""00:34:51"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6875316990701607	[0.9412087912087912, 0.9427726120033812, 0.9420118343195266, 0.9427303465765005, 0.9422654268808115, 0.9431952662721893, 0.9401944209636517]
6131	7	20	0.00037999999999999997	0.4	"(""22:42:50"", ""00:33:53"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6008875739644971	[0.9222316145393068, 0.9207523245984784, 0.9187235841081995, 0.9205832628909552, 0.9221470836855452, 0.9214708368554523, 0.9183009298393914]
6132	7	20	0.00037999999999999997	0.5	"(""22:42:50"", ""00:35:31"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.4398562975486052	[0.8756551141166525, 0.8792054099746407, 0.8763736263736264, 0.874218089602705, 0.8762890955198648, 0.8763736263736264, 0.8705832628909552]
6133	7	20	0.0004	0.0	"(""22:42:53"", ""00:32:01"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6486897717666948	[0.9398140321217244, 0.9404902789518174, 0.9371090448013525, 0.9322062552831784, 0.9283178360101437, 0.927345731191885, 0.925993237531699]
6134	7	20	0.0004	0.1	"(""22:42:53"", ""00:35:11"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7344885883347422	[0.9508453085376163, 0.9530008453085376, 0.9521555367709214, 0.9513947590870668, 0.9526204564666103, 0.9510566356720203, 0.9489433643279798]
6135	7	20	0.0004	0.15	"(""22:42:54"", ""00:33:52"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7306001690617075	[0.9490701606086221, 0.95156382079459, 0.9500422654268809, 0.9491546914623837, 0.9494928148774303, 0.949788672865596, 0.9486897717666949]
6136	7	20	0.0004	0.2	"(""22:42:57"", ""00:35:26"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7330092983939138	[0.95, 0.9516060862214708, 0.9512679628064243, 0.951141166525782, 0.9524936601859679, 0.9516906170752325, 0.9506339814032122]
6137	7	20	0.0004	0.3	"(""22:42:56"", ""00:33:59"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6808537616229924	[0.9396449704142011, 0.941251056635672, 0.9402366863905326, 0.9393491124260355, 0.940363482671175, 0.9404480135249366, 0.93541842772612]
6138	7	20	0.0004	0.4	"(""00:32:05"", ""02:23:39"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.5950549450549449	[0.9206255283178361, 0.9207523245984784, 0.9193153000845309, 0.919526627218935, 0.9206255283178361, 0.9207100591715977, 0.917032967032967]
6139	7	20	0.0004	0.5	"(""00:33:09"", ""02:23:39"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.4424767540152156	[0.8759932375316991, 0.8792899408284024, 0.876246830092984, 0.877134404057481, 0.8769230769230769, 0.8776838546069315, 0.8701183431952663]
6176	1	20	0.00028	0.14	"(""10:08:49"", ""10:51:47"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.9297119599248592	[0.9297119599248591]
6177	2	20	0.00028	0.14	"(""10:08:52"", ""11:15:25"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.8947047934528449	[0.9454160171473109, 0.9439058846453624]
6178	3	20	0.00028	0.14	"(""10:08:53"", ""11:33:58"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.8641414681055668	[0.9503419168714606, 0.952585746340421, 0.9483919222139118]
6179	4	20	0.00028	0.14	"(""10:08:52"", ""11:44:43"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.8227253941075752	[0.9470390269823463, 0.9521461888173821, 0.9505520458168507, 0.9470980693156994]
6180	5	20	0.00028	0.14	"(""10:08:56"", ""11:53:41"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.804529593784976	[0.95272894858121, 0.9540786095200474, 0.9550990848640464, 0.9535848311277898, 0.9508525906906313]
6181	6	20	0.00028	0.14	"(""10:08:55"", ""11:58:28"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7674435866983373	[0.9515662114014252, 0.9544239904988123, 0.9531621140142518, 0.9544239904988123, 0.9537188242280285, 0.9515290973871734]
6183	8	20	0.00028	0.14	"(""10:08:58"", ""11:58:19"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7192029863770786	[0.953022737189121, 0.9546710622000291, 0.954137780578853, 0.954137780578853, 0.9527803364522228, 0.9535560188102972, 0.9540408202840936, 0.952053134241528]
6184	9	20	0.00028	0.14	"(""10:09:00"", ""11:55:47"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6924710748420994	[0.95316080710972, 0.9569616008048739, 0.955061203957297, 0.9544463696830808, 0.9543345816332234, 0.9518752445363591, 0.9535520652842211, 0.9521547146610028, 0.9500866357386395]
6185	10	20	0.00028	0.14	"(""10:08:59"", ""11:49:44"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.656541450777202	[0.9500647668393782, 0.9545984455958549, 0.952461139896373, 0.9519430051813471, 0.9491580310880829, 0.9505181347150259, 0.9511010362694301, 0.949740932642487, 0.9495466321243523, 0.9428108808290155]
6186	11	20	0.00028	0.14	"(""10:09:02"", ""11:44:27"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6126691359891149	[0.9503363821906418, 0.9507899312117318, 0.9494292841484617, 0.9476150880641016, 0.9490513266308866, 0.9488245521203417, 0.9471615390430116, 0.9464812155113765, 0.9463300325043466, 0.9458764834832565, 0.9402827122231461]
6187	12	20	0.00028	0.14	"(""10:09:02"", ""11:35:45"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.5618588885915619	[0.9469271251449469, 0.9498706627419499, 0.9452323610739453, 0.9450539648559451, 0.9421996253679422, 0.9438943894389439, 0.9423780215859424, 0.9440727856569441, 0.9406832575149406, 0.942021229149942, 0.9417536348229417, 0.9363125501739363]
6188	12	20	0.000268	0.155	"(""10:51:51"", ""12:19:32"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.5454464365355455	[0.9440727856569441, 0.947997502452948, 0.9425564178039425, 0.9437159932209437, 0.9419320310409419, 0.9405940594059405, 0.942021229149942, 0.9415752386049415, 0.9388100972259388, 0.9400588707519401, 0.9379181161359379, 0.9337258050129337]
6189	11	20	0.000268	0.155	"(""11:15:28"", ""12:49:20"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6064706327008844	[0.9498072416660367, 0.9477662710711316, 0.9474639050570716, 0.9458008919797415, 0.9466323985184065, 0.9470103560359816, 0.9477662710711316, 0.9454985259656814, 0.9456497089727115, 0.9445914279235014, 0.9405850782372062]
6190	10	20	0.000268	0.155	"(""11:34:03"", ""13:15:58"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.655958549222798	[0.9512953367875647, 0.9523316062176166, 0.9499352331606218, 0.9514248704663213, 0.949740932642487, 0.9501295336787565, 0.9511010362694301, 0.9512305699481866, 0.9511010362694301, 0.9450129533678756]
6191	9	20	0.000268	0.155	"(""11:35:48"", ""13:21:06"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.6811804818064949	[0.9507014700128557, 0.9534961712592924, 0.9524341847856465, 0.9528813369850763, 0.9507014700128557, 0.9495276954893522, 0.951260410262143, 0.9519870325862165, 0.9450561734950533]
6192	8	20	0.000268	0.155	"(""11:44:30"", ""13:34:32"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7148882532602899	[0.9510835312939351, 0.9526348960100839, 0.9528772967469821, 0.953022737189121, 0.953022737189121, 0.9535560188102972, 0.9534105783681582, 0.9493867261356475]
6193	7	20	0.000268	0.155	"(""11:44:46"", ""13:35:34"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7359678782755705	[0.9513102282333051, 0.9543533389687235, 0.9527895181741336, 0.9524936601859679, 0.9525359256128487, 0.9527472527472527, 0.9489856297548606]
6194	6	20	0.000268	0.155	"(""11:49:47"", ""13:38:55"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7661445961995249	[0.9501187648456056, 0.9521971496437055, 0.9524569477434679, 0.9536445961995249, 0.9540528503562945, 0.9523456057007126]
6195	5	20	0.000268	0.155	"(""11:53:44"", ""13:38:32"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.8036078741194286	[0.9540456909605636, 0.9553295147804332, 0.9543090394364343, 0.9524985186648233, 0.9506879978932122]
6196	4	20	0.000268	0.155	"(""11:55:50"", ""13:33:09"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.8232862962744287	[0.9481903524827301, 0.9509062998169687, 0.9500206648166736, 0.9473932809824644]
6197	3	20	0.000268	0.155	"(""11:58:22"", ""13:22:34"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.8665455711080243	[0.9515973928838551, 0.9523186237845924, 0.9511699967945293]
6198	2	20	0.000268	0.155	"(""11:58:32"", ""13:05:32"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.8952406469212782	[0.9458787996882307, 0.9446365939204988]
6199	1	20	0.000268	0.155	"(""12:02:09"", ""12:44:55"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.9307406744789336	[0.9307406744789337]
6615	7	80	0.000268	0.155	"(""09:43:19"", ""14:12:10"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.8035502958579882	[0.96458157227388, 0.9666948436179206, 0.9651310228233305, 0.9653423499577346, 0.9655536770921387, 0.967032967032967, 0.965469146238377]
6616	9	80	0.000268	0.155	"(""09:43:21"", ""13:53:00"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7751383377116986	[0.9660723268682578, 0.9697054384886256, 0.969202392264267, 0.9688111340897658, 0.9700966966631267, 0.967078419316975, 0.9671902073668325, 0.9670225252920462, 0.964339612095467]
6617	7	80	0.000272	0.15	"(""09:43:45"", ""14:13:06"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.8044378698224852	[0.9653846153846154, 0.967032967032967, 0.9664412510566357, 0.9654268808114962, 0.965469146238377, 0.966821639898563, 0.965469146238377]
6618	9	80	0.000272	0.15	"(""09:43:48"", ""13:54:28"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7626739701525906	[0.9650103403946119, 0.9688111340897658, 0.9661841149181153, 0.9665753730926164, 0.9665194790676876, 0.9648985523447543, 0.9649544463696831, 0.9638365658711083, 0.961377228774244]
6619	7	80	0.000276	0.145	"(""09:44:16"", ""14:14:48"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.8032121724429416	[0.96458157227388, 0.9658072696534235, 0.96614539306847, 0.9657227387996619, 0.9662721893491124, 0.9665257819103973, 0.9653423499577346]
6620	9	80	0.000276	0.145	"(""09:44:17"", ""13:57:15"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7705550276675424	[0.9666312671175451, 0.9690347101894807, 0.9682521938404784, 0.9675814655413336, 0.9660723268682578, 0.9665194790676876, 0.9669107372421888, 0.9672461013917613, 0.9638365658711083]
6621	7	80	0.00028	0.14	"(""09:44:34"", ""14:13:27"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.8013102282333051	[0.9635672020287405, 0.967032967032967, 0.9662299239222316, 0.9661876584953508, 0.9651732882502113, 0.9667371090448014, 0.964792899408284]
6622	9	80	0.00028	0.14	"(""09:44:37"", ""13:55:40"")"	t-in_voc	t-out	512	8	3	3	transformer	128	0.7758090660108434	[0.9672461013917613, 0.9693141803141244, 0.969202392264267, 0.9684757699401934, 0.9682521938404784, 0.9667989491923313, 0.9667430551674026, 0.967078419316975, 0.9657369627186854]
